id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"jejum-sem-jj-01-desejo-04","jejum","jj-01-desejo","semente","order","observe","Qual a ordem dos fatos em Mateus 4:1-4?","a → b → c","a:Então foi levado Jesus pelo Espírito ao deserto, | b:Depois de jejuar quarenta dias e quarenta noites, teve fome | c:Mas Jesus respondeu: Está escrito: Não só de","Ordenar o fluxo de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-sem-jj-01-desejo-05","jejum","jj-01-desejo","semente","complete","observe","Qual palavra o texto usa em Mateus 4:1-4 ao falar de Disciplinar?","Então","a:Então | b:levado | c:Jesus","Completar com precisão o texto de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-sem-jj-01-desejo-06","jejum","jj-01-desejo","semente","connect","observe","Qual ideia une o trecho de Mateus 4:1-4 ao insight da missão?","Disciplinar","a:Disciplinar | b:Então | c:levado","Conectar Mateus 4:1-4 ao restante da leitura.","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-01","jejum","jj-01-desejo","caminhada","true_false","understand","Em Mateus 4:1-4, o relato comunica que Jesus enfrenta a tentação confiando na Palavra de Deus; o pão não é a fonte final de vida.","true","true:Verdadeiro | false:Falso","Mateus 4:1-4","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-02","jejum","jj-01-desejo","caminhada","tap","understand","Em Mateus 4:1-4, qual trecho fala da jesus?","Depois de jejuar quarenta dias e quarenta noites, teve fome","a:Depois de jejuar quarenta dias e quarenta noites, teve fome | b:para ser tentado pelo Diabo | c:Depois de jejuar quarenta dias e quarenta noites","Mateus 4:1-4","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-03","jejum","jj-01-desejo","caminhada","choice","understand","Qual relação Mateus 4:1-4 estabelece em torno de Disciplinar?","Jesus enfrenta a tentação confiando na Palavra de Deus; o pão não é a fonte final de vida","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Jesus enfrenta a tentação confiando na Palavra de Deus; o pão não é a fonte final de vida","Mateus 4:1-4","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-04","jejum","jj-01-desejo","caminhada","order","understand","Como se encadeiam os eventos de Mateus 4:1-4?","a → b → c","a:Então foi levado Jesus pelo Espírito ao deserto, | b:Depois de jejuar quarenta dias e quarenta noites, teve fome | c:Mas Jesus respondeu: Está escrito: Não só de","Ordenar o fluxo de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-05","jejum","jj-01-desejo","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Mateus 4:1-4 sobre Disciplinar?","Então","a:Então | b:levado | c:Jesus","Completar com precisão o texto de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-cam-jj-01-desejo-06","jejum","jj-01-desejo","caminhada","connect","understand","O que relaciona o trecho de Mateus 4:1-4 ao insight da missão?","Disciplinar","a:Disciplinar | b:Então | c:levado","Conectar Mateus 4:1-4 ao restante da leitura.","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-01","jejum","jj-01-desejo","profundezas","true_false","interpret","Mateus 4:1-4 sustenta que este texto chama a igreja a viver a fé recebida de Deus.","true","true:Verdadeiro | false:Falso","Mateus 4:1-4","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-02","jejum","jj-01-desejo","profundezas","tap","interpret","Em Mateus 4:1-4, qual trecho sustenta a ideia de jesus?","Depois de jejuar quarenta dias e quarenta noites, teve fome","a:Depois de jejuar quarenta dias e quarenta noites, teve fome | b:para ser tentado pelo Diabo | c:Depois de jejuar quarenta dias e quarenta noites","Mateus 4:1-4","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-03","jejum","jj-01-desejo","profundezas","choice","interpret","O que se depreende de Mateus 4:1-4 para a vida com Deus?","Jesus enfrenta a tentação confiando na Palavra de Deus; o pão não é a fonte final de vida","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Jesus enfrenta a tentação confiando na Palavra de Deus; o pão não é a fonte final de vida","Mateus 4:1-4","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-04","jejum","jj-01-desejo","profundezas","order","interpret","Qual sequência revela o sentido de Mateus 4:1-4?","a → b → c","a:Então foi levado Jesus pelo Espírito ao deserto, | b:Depois de jejuar quarenta dias e quarenta noites, teve fome | c:Mas Jesus respondeu: Está escrito: Não só de","Ordenar o fluxo de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-05","jejum","jj-01-desejo","profundezas","complete","interpret","Qual palavra completa Mateus 4:1-4 (Disciplinar) com fidelidade ao tema?","Então","a:Então | b:levado | c:Jesus","Completar com precisão o texto de Mateus 4:1-4.","Mateus 4:1-4"
"jejum-pro-jj-01-desejo-06","jejum","jj-01-desejo","profundezas","connect","interpret","Qual elo de sentido une o trecho de Mateus 4:1-4 ao insight?","Disciplinar","a:Disciplinar | b:Então | c:levado","Conectar Mateus 4:1-4 ao restante da leitura.","Mateus 4:1-4"
"jejum-sem-jj-02-secreto-01","jejum","jj-02-secreto","semente","true_false","observe","O trecho afirma: Quando jejuardes, não tomeis um ar triste, como os hipócritas; porque eles desfiguram os seus rostos, para fazer ver aos…","true","true:Verdadeiro | false:Falso","Mateus 6:16-18","Mateus 6:16-18"
"jejum-sem-jj-02-secreto-02","jejum","jj-02-secreto","semente","tap","observe","Em Mateus 6:16-18, toque o trecho que menciona jejuar?","Quando jejuardes, não tomeis um ar triste, como os hipócritas","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:não tomeis um ar triste | c:como os hipócritas","Mateus 6:16-18","Mateus 6:16-18"
"jejum-sem-jj-02-secreto-03","jejum","jj-02-secreto","semente","choice","observe","O que Mateus 6:16-18 diz de forma explícita?","Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","Mateus 6:16-18","Mateus 6:16-18"
"jejum-sem-jj-02-secreto-04","jejum","jj-02-secreto","semente","order","observe","Qual a ordem dos fatos em Mateus 6:16-18?","a → b → c","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:porque eles desfiguram os seus rostos, para fazer | c:em verdade vos digo que já receberam a sua recompensa","Ordenar o fluxo de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-sem-jj-02-secreto-05","jejum","jj-02-secreto","semente","complete","observe","Qual palavra o texto usa em Mateus 6:16-18 ao falar de Jejuar?","jejuardes","a:jejuardes | b:tomeis | c:triste","Completar com precisão o texto de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-sem-jj-02-secreto-06","jejum","jj-02-secreto","semente","connect","observe","Qual ideia une o trecho de Mateus 6:16-18 ao insight da missão?","Jejuar","a:Jejuar | b:jejuardes | c:tomeis","Conectar Mateus 6:16-18 ao restante da leitura.","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-01","jejum","jj-02-secreto","caminhada","true_false","understand","Em Mateus 6:16-18, o relato comunica que Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em secreto.","true","true:Verdadeiro | false:Falso","Mateus 6:16-18","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-02","jejum","jj-02-secreto","caminhada","tap","understand","Em Mateus 6:16-18, qual trecho fala da jejuar?","Quando jejuardes, não tomeis um ar triste, como os hipócritas","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:não tomeis um ar triste | c:como os hipócritas","Mateus 6:16-18","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-03","jejum","jj-02-secreto","caminhada","choice","understand","Qual relação Mateus 6:16-18 estabelece em torno de Jejuar?","Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","Mateus 6:16-18","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-04","jejum","jj-02-secreto","caminhada","order","understand","Como se encadeiam os eventos de Mateus 6:16-18?","a → b → c","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:porque eles desfiguram os seus rostos, para fazer | c:em verdade vos digo que já receberam a sua recompensa","Ordenar o fluxo de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-05","jejum","jj-02-secreto","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Mateus 6:16-18 sobre Jejuar?","jejuardes","a:jejuardes | b:tomeis | c:triste","Completar com precisão o texto de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-cam-jj-02-secreto-06","jejum","jj-02-secreto","caminhada","connect","understand","O que relaciona o trecho de Mateus 6:16-18 ao insight da missão?","Jejuar","a:Jejuar | b:jejuardes | c:tomeis","Conectar Mateus 6:16-18 ao restante da leitura.","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-01","jejum","jj-02-secreto","profundezas","true_false","interpret","Mateus 6:16-18 sustenta que este texto chama a igreja a viver a fé recebida de Deus.","true","true:Verdadeiro | false:Falso","Mateus 6:16-18","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-02","jejum","jj-02-secreto","profundezas","tap","interpret","Em Mateus 6:16-18, qual trecho sustenta a ideia de jejuar?","Quando jejuardes, não tomeis um ar triste, como os hipócritas","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:não tomeis um ar triste | c:como os hipócritas","Mateus 6:16-18","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-03","jejum","jj-02-secreto","profundezas","choice","interpret","O que se depreende de Mateus 6:16-18 para a vida com Deus?","Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Jesus alerta contra o jejum para ser visto e chama seus discípulos a buscar o Pai em…","Mateus 6:16-18","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-04","jejum","jj-02-secreto","profundezas","order","interpret","Qual sequência revela o sentido de Mateus 6:16-18?","a → b → c","a:Quando jejuardes, não tomeis um ar triste, como os hipócritas | b:porque eles desfiguram os seus rostos, para fazer | c:em verdade vos digo que já receberam a sua recompensa","Ordenar o fluxo de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-05","jejum","jj-02-secreto","profundezas","complete","interpret","Qual palavra completa Mateus 6:16-18 (Jejuar) com fidelidade ao tema?","jejuardes","a:jejuardes | b:tomeis | c:triste","Completar com precisão o texto de Mateus 6:16-18.","Mateus 6:16-18"
"jejum-pro-jj-02-secreto-06","jejum","jj-02-secreto","profundezas","connect","interpret","Qual elo de sentido une o trecho de Mateus 6:16-18 ao insight?","Jejuar","a:Jejuar | b:jejuardes | c:tomeis","Conectar Mateus 6:16-18 ao restante da leitura.","Mateus 6:16-18"
"jejum-sem-jj-03-oracao-01","jejum","jj-03-oracao","semente","true_false","observe","O trecho afirma: Enquanto eles ministravam perante o Senhor e jejuavam, disse-lhes o Espírito Santo: Separai-me a Barnabé e a Saulo para a…","true","true:Verdadeiro | false:Falso","Atos 13:2-3","Atos 13:2-3"
"jejum-sem-jj-03-oracao-02","jejum","jj-03-oracao","semente","tap","observe","Em Atos 13:2-3, toque o trecho que menciona jejum com oração?","disse-lhes o Espírito Santo","a:disse-lhes o Espírito Santo | b:Enquanto eles ministravam perante o Senhor e jejuavam | c:depois que jejuaram","Atos 13:2-3","Atos 13:2-3"
"jejum-sem-jj-03-oracao-03","jejum","jj-03-oracao","semente","choice","observe","O que Atos 13:2-3 diz de forma explícita?","A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","Atos 13:2-3","Atos 13:2-3"
"jejum-sem-jj-03-oracao-04","jejum","jj-03-oracao","semente","order","observe","Qual a ordem dos fatos em Atos 13:2-3?","a → b → c","a:Enquanto eles ministravam perante o Senhor e jejuavam, | b:Separai-me a Barnabé e a Saulo para a obra a que os | c:tenho chamado. Então, depois que jejuaram, oraram, e","Ordenar o fluxo de Atos 13:2-3.","Atos 13:2-3"
"jejum-sem-jj-03-oracao-05","jejum","jj-03-oracao","semente","complete","observe","Qual palavra o texto usa em Atos 13:2-3 ao falar de Jejum?","jejuavam","a:jejuavam | b:Enquanto | c:eles","Completar com precisão o texto de Atos 13:2-3.","Atos 13:2-3"
"jejum-sem-jj-03-oracao-06","jejum","jj-03-oracao","semente","connect","observe","Qual ideia une o trecho de Atos 13:2-3 ao insight da missão?","Jejum","a:Jejum | b:Enquanto | c:eles","Conectar Atos 13:2-3 ao restante da leitura.","Atos 13:2-3"
"jejum-cam-jj-03-oracao-01","jejum","jj-03-oracao","caminhada","true_false","understand","Em Atos 13:2-3, o relato comunica que a igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e Saulo para a…?","true","true:Verdadeiro | false:Falso","Atos 13:2-3","Atos 13:2-3"
"jejum-cam-jj-03-oracao-02","jejum","jj-03-oracao","caminhada","tap","understand","Em Atos 13:2-3, qual trecho fala da jejum com oração?","disse-lhes o Espírito Santo","a:disse-lhes o Espírito Santo | b:Enquanto eles ministravam perante o Senhor e jejuavam | c:depois que jejuaram","Atos 13:2-3","Atos 13:2-3"
"jejum-cam-jj-03-oracao-03","jejum","jj-03-oracao","caminhada","choice","understand","Qual relação Atos 13:2-3 estabelece em torno de Jejum?","A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","Atos 13:2-3","Atos 13:2-3"
"jejum-cam-jj-03-oracao-04","jejum","jj-03-oracao","caminhada","order","understand","Como se encadeiam os eventos de Atos 13:2-3?","a → b → c","a:Enquanto eles ministravam perante o Senhor e jejuavam, | b:Separai-me a Barnabé e a Saulo para a obra a que os | c:tenho chamado. Então, depois que jejuaram, oraram, e","Ordenar o fluxo de Atos 13:2-3.","Atos 13:2-3"
"jejum-cam-jj-03-oracao-05","jejum","jj-03-oracao","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Atos 13:2-3 sobre Jejum?","jejuavam","a:jejuavam | b:Enquanto | c:eles","Completar com precisão o texto de Atos 13:2-3.","Atos 13:2-3"
"jejum-cam-jj-03-oracao-06","jejum","jj-03-oracao","caminhada","connect","understand","O que relaciona o trecho de Atos 13:2-3 ao insight da missão?","Jejum","a:Jejum | b:Enquanto | c:eles","Conectar Atos 13:2-3 ao restante da leitura.","Atos 13:2-3"
"jejum-pro-jj-03-oracao-01","jejum","jj-03-oracao","profundezas","true_false","interpret","Atos 13:2-3 sustenta que este texto chama a igreja a viver a fé recebida de Deus.","true","true:Verdadeiro | false:Falso","Atos 13:2-3","Atos 13:2-3"
"jejum-pro-jj-03-oracao-02","jejum","jj-03-oracao","profundezas","tap","interpret","Em Atos 13:2-3, qual trecho sustenta a ideia de jejum com oração?","disse-lhes o Espírito Santo","a:disse-lhes o Espírito Santo | b:Enquanto eles ministravam perante o Senhor e jejuavam | c:depois que jejuaram","Atos 13:2-3","Atos 13:2-3"
"jejum-pro-jj-03-oracao-03","jejum","jj-03-oracao","profundezas","choice","interpret","O que se depreende de Atos 13:2-3 para a vida com Deus?","A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A igreja em Antioquia servia ao Senhor e jejuava quando o Espírito separou Barnabé e…","Atos 13:2-3","Atos 13:2-3"
"jejum-pro-jj-03-oracao-04","jejum","jj-03-oracao","profundezas","order","interpret","Qual sequência revela o sentido de Atos 13:2-3?","a → b → c","a:Enquanto eles ministravam perante o Senhor e jejuavam, | b:Separai-me a Barnabé e a Saulo para a obra a que os | c:tenho chamado. Então, depois que jejuaram, oraram, e","Ordenar o fluxo de Atos 13:2-3.","Atos 13:2-3"
"jejum-pro-jj-03-oracao-05","jejum","jj-03-oracao","profundezas","complete","interpret","Qual palavra completa Atos 13:2-3 (Jejum) com fidelidade ao tema?","jejuavam","a:jejuavam | b:Enquanto | c:eles","Completar com precisão o texto de Atos 13:2-3.","Atos 13:2-3"
"jejum-pro-jj-03-oracao-06","jejum","jj-03-oracao","profundezas","connect","interpret","Qual elo de sentido une o trecho de Atos 13:2-3 ao insight?","Jejum","a:Jejum | b:Enquanto | c:eles","Conectar Atos 13:2-3 ao restante da leitura.","Atos 13:2-3"
"jejum-sem-jj-04-desafio-01","jejum","jj-04-desafio","semente","true_false","observe","O trecho afirma: Quando Efraim falava, tremia-se; exaltou-se em Israel; mas, quando se fez culpado no tocante a Baal, morreu.","true","true:Verdadeiro | false:Falso","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-02","jejum","jj-04-desafio","semente","tap","observe","Em Mateus 4; Mateus 6; Atos 13, toque o trecho que menciona efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-03","jejum","jj-04-desafio","semente","choice","observe","O que Mateus 4; Mateus 6; Atos 13 diz de forma explícita?","Revise o jejum como disciplina de dependência, sinceridade e oração","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Revise o jejum como disciplina de dependência, sinceridade e oração","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-04","jejum","jj-04-desafio","semente","order","observe","Qual a ordem dos fatos em Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-05","jejum","jj-04-desafio","semente","complete","observe","Qual palavra o texto usa em Mateus 4; Mateus 6; Atos 13 ao falar de Desejo?","Efraim","a:Efraim | b:falava | c:tremia","Completar com precisão o texto de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-06","jejum","jj-04-desafio","semente","connect","observe","Qual ideia une o trecho de Mateus 4; Mateus 6; Atos 13 ao insight da missão?","Desejo","a:Desejo | b:Efraim | c:falava","Conectar Mateus 4; Mateus 6; Atos 13 ao restante da leitura.","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-07","jejum","jj-04-desafio","semente","tap","observe","Revisão: em Mateus 4; Mateus 6; Atos 13, toque o trecho que menciona efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-sem-jj-04-desafio-08","jejum","jj-04-desafio","semente","order","observe","Revisão: qual a ordem dos fatos em Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-01","jejum","jj-04-desafio","caminhada","true_false","understand","Em Mateus 4; Mateus 6; Atos 13, o relato comunica que revise o jejum como disciplina de dependência, sinceridade e oração.","true","true:Verdadeiro | false:Falso","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-02","jejum","jj-04-desafio","caminhada","tap","understand","Em Mateus 4; Mateus 6; Atos 13, qual trecho fala da efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-03","jejum","jj-04-desafio","caminhada","choice","understand","Qual relação Mateus 4; Mateus 6; Atos 13 estabelece em torno de Desejo?","Revise o jejum como disciplina de dependência, sinceridade e oração","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Revise o jejum como disciplina de dependência, sinceridade e oração","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-04","jejum","jj-04-desafio","caminhada","order","understand","Como se encadeiam os eventos de Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-05","jejum","jj-04-desafio","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Mateus 4; Mateus 6; Atos 13 sobre Desejo?","Efraim","a:Efraim | b:falava | c:tremia","Completar com precisão o texto de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-06","jejum","jj-04-desafio","caminhada","connect","understand","O que relaciona o trecho de Mateus 4; Mateus 6; Atos 13 ao insight da missão?","Desejo","a:Desejo | b:Efraim | c:falava","Conectar Mateus 4; Mateus 6; Atos 13 ao restante da leitura.","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-07","jejum","jj-04-desafio","caminhada","tap","understand","Revisão: em Mateus 4; Mateus 6; Atos 13, qual trecho fala da efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-cam-jj-04-desafio-08","jejum","jj-04-desafio","caminhada","order","understand","Revisão: como se encadeiam os eventos de Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-01","jejum","jj-04-desafio","profundezas","true_false","interpret","Mateus 4; Mateus 6; Atos 13 sustenta que o que este treino pede na prática.","true","true:Verdadeiro | false:Falso","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-02","jejum","jj-04-desafio","profundezas","tap","interpret","Em Mateus 4; Mateus 6; Atos 13, qual trecho sustenta a ideia de efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-03","jejum","jj-04-desafio","profundezas","choice","interpret","O que se depreende de Mateus 4; Mateus 6; Atos 13 para a vida com Deus?","Revise o jejum como disciplina de dependência, sinceridade e oração","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Revise o jejum como disciplina de dependência, sinceridade e oração","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-04","jejum","jj-04-desafio","profundezas","order","interpret","Qual sequência revela o sentido de Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-05","jejum","jj-04-desafio","profundezas","complete","interpret","Qual palavra completa Mateus 4; Mateus 6; Atos 13 (Desejo) com fidelidade ao tema?","Efraim","a:Efraim | b:falava | c:tremia","Completar com precisão o texto de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-06","jejum","jj-04-desafio","profundezas","connect","interpret","Qual elo de sentido une o trecho de Mateus 4; Mateus 6; Atos 13 ao insight?","Desejo","a:Desejo | b:Efraim | c:falava","Conectar Mateus 4; Mateus 6; Atos 13 ao restante da leitura.","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-07","jejum","jj-04-desafio","profundezas","tap","interpret","Revisão: em Mateus 4; Mateus 6; Atos 13, qual trecho sustenta a ideia de efraim?","quando se fez culpado no tocante a Baal","a:quando se fez culpado no tocante a Baal | b:exaltou-se em Israel | c:pecam cada vez mais","Mateus 4; Mateus 6; Atos 13","Mateus 4; Mateus 6; Atos 13"
"jejum-pro-jj-04-desafio-08","jejum","jj-04-desafio","profundezas","order","interpret","Revisão: qual sequência revela o sentido de Mateus 4; Mateus 6; Atos 13?","a → b → c","a:Quando Efraim falava, tremia-se | b:exaltou-se em Israel | c:mas, quando se fez culpado no tocante a Baal, morreu","Ordenar o fluxo de Mateus 4; Mateus 6; Atos 13.","Mateus 4; Mateus 6; Atos 13"
"historia-igreja-sem-hi-01-eras-01","historia-igreja","hi-01-eras","semente","true_false","observe","O trecho afirma: Também eu te digo que tu és Pedro, e sobre esta pedra edificarei a minha igreja; e as portas do Hades não prevalecerão…","true","true:Verdadeiro | false:Falso","Mateus 16:18","Mateus 16:18"
"historia-igreja-sem-hi-01-eras-02","historia-igreja","hi-01-eras","semente","tap","observe","Em Mateus 16:18, toque o trecho que menciona digo?","e as portas do Hades não prevalecerão contra ela","a:e as portas do Hades não prevalecerão contra ela | b:e sobre esta pedra edificarei a minha igreja | c:que tu és Pedro","Mateus 16:18","Mateus 16:18"
"historia-igreja-sem-hi-01-eras-03","historia-igreja","hi-01-eras","semente","choice","observe","O que Mateus 16:18 diz de forma explícita?","A história da igreja testemunha a fidelidade de Cristo, que promete edificar sua igreja…","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A história da igreja testemunha a fidelidade de Cristo, que promete edificar sua igreja…","Mateus 16:18","Mateus 16:18"
"historia-igreja-sem-hi-01-eras-04","historia-igreja","hi-01-eras","semente","order","observe","Qual a ordem dos fatos em Mateus 16:18?","a → b → c","a:Também eu te digo que tu és Pedro, | b:e sobre esta pedra edificarei a minha igreja; | c:e as portas do Hades não prevalecerão contra ela.","Ordenar o fluxo de Mateus 16:18.","Mateus 16:18"
"historia-igreja-sem-hi-01-eras-05","historia-igreja","hi-01-eras","semente","complete","observe","Qual palavra o texto usa em Mateus 16:18 ao falar de Panorama?","digo","a:digo | b:Pedro | c:pedra","Completar com precisão o texto de Mateus 16:18.","Mateus 16:18"
"historia-igreja-sem-hi-01-eras-06","historia-igreja","hi-01-eras","semente","connect","observe","Qual ideia une o trecho de Mateus 16:18 ao insight da missão?","Panorama","a:Panorama | b:digo | c:Pedro","Conectar Mateus 16:18 ao restante da leitura.","Mateus 16:18"
